Korpus;Frequency;Presentase Kemunculan;
cahaya;5590;0,012837223;
meningkatkan;5577;0,012807369;
kebudayaan;5573;0,012798184;
live;5562;0,012772922;
dimiliki;5560;0,01276833;
studio;5549;0,012743068;
us;5535;0,012710918;
lewat;5534;0,012708622;
umat;5529;0,012697139;
upacara;5509;0,01265121;
puncak;5506;0,012644321;
tambahan;5495;0,01261906;
diangkat;5492;0,01261217;
penguasa;5491;0,012609874;
tipe;5486;0,012598391;
ukuran;5470;0,012561648;
daun;5459;0,012536387;
time;5452;0,012520312;
publik;5433;0,012476679;
berjalan;5432;0,012474382;
merasa;5429;0,012467493;
jelas;5425;0,012458307;
hong;5422;0,012451418;
administratif;5409;0,012421564;
adipati;5394;0,012387117;
kami;5390;0,012377931;
el;5387;0,012371042;
ganda;5385;0,012366449;
berbatasan;5384;0,012364152;
bersifat;5375;0,012343484;
macam;5375;0,012343484;
artis;5375;0,012343484;
kira;5366;0,012322816;
aliran;5366;0,012322816;
teks;5362;0,01231363;
pertahanan;5358;0,012304444;
pop;5351;0,012288369;
ternyata;5348;0,01228148;
dibandingkan;5344;0,012272294;
top;5337;0,012256218;
pintu;5334;0,012249329;
komunitas;5333;0,012247033;
muslim;5331;0,01224244;
foto;5330;0,012240143;
region;5316;0,012207993;
dahulu;5315;0,012205696;
team;5308;0,012189621;
saluran;5293;0,012155174;
fisika;5292;0,012152878;
imam;5287;0,012141395;
terpilih;5286;0,012139099;
dewi;5286;0,012139099;
pengaruh;5284;0,012134506;
pekerjaan;5283;0,01213221;
arti;5280;0,01212532;
diproduksi;5276;0,012116134;
ciri;5269;0,012100059;
rekaman;5263;0,01208628;
hulu;5261;0,012081687;
makan;5253;0,012063316;
siswa;5246;0,01204724;
turnamen;5245;0,012044944;
mengembangkan;5230;0,012010497;
bekas;5230;0,012010497;
korban;5229;0,012008201;
apabila;5218;0,011982939;
khususnya;5218;0,011982939;
club;5217;0,011980643;
naskah;5212;0,011969161;
lambang;5212;0,011969161;
darat;5208;0,011959975;
marga;5207;0,011957678;
turki;5206;0,011955382;
terbagi;5204;0,011950789;
pelabuhan;5199;0,011939307;
thomas;5197;0,011934714;
hindia;5196;0,011932417;
sutradara;5184;0,01190486;
ali;5183;0,011902563;
kong;5181;0,01189797;
harry;5168;0,011868116;
era;5166;0,011863523;
jembatan;5166;0,011863523;
gagal;5163;0,011856634;
meraih;5156;0,011840559;
lunak;5149;0,011824484;
memakai;5147;0,011819891;
sri;5146;0,011817594;
gampong;5146;0,011817594;
kecepatan;5145;0,011815298;
kontes;5143;0,011810705;
nusa;5140;0,011803815;
pendek;5135;0,011792333;
riau;5134;0,011790037;
hadiah;5127;0,011773961;
bergerak;5124;0,011767072;
dikembangkan;5122;0,011762479;
kudus;5115;0,011746404;
perlu;5114;0,011744107;
dijadikan;5114;0,011744107;
martin;5111;0,011737218;
league;5108;0,011730329;
ha;5100;0,011711957;
metode;5099;0,01170966;
antaranya;5093;0,011695882;
ujung;5092;0,011693585;
nominasi;5090;0,011688992;
hijau;5076;0,011656842;
kanan;5072;0,011647656;
kejadian;5062;0,011624691;
menang;5056;0,011610913;
menolak;5049;0,011594837;
ajaran;5031;0,011553501;
membunuh;5020;0,01152824;
jurusan;5018;0,011523647;
kesultanan;5012;0,011509868;
racing;5010;0,011505275;
kompetisi;4995;0,011470828;
tujuh;4989;0,01145705;
bogor;4988;0,011454753;
candi;4981;0,011438678;
buddha;4981;0,011438678;
tahu;4981;0,011438678;
pegunungan;4971;0,011415713;
bakar;4966;0,011404231;
poin;4963;0,011397342;
area;4962;0,011395045;
terlalu;4958;0,011385859;
tata;4952;0,011372081;
gadis;4951;0,011369784;
formula;4950;0,011367488;
satuan;4941;0,011346819;
tewas;4937;0,011337634;
kiri;4935;0,011333041;
mengandung;4935;0,011333041;
selesai;4935;0,011333041;
peraturan;4934;0,011330744;
aplikasi;4932;0,011326151;
petani;4927;0,011314669;
perbedaan;4914;0,011284815;
memimpin;4907;0,01126874;
mencoba;4905;0,011264147;
peter;4904;0,01126185;
terminal;4895;0,011241182;
asing;4892;0,011234293;
swedia;4892;0,011234293;
berbasis;4888;0,011225107;
go;4887;0,011222811;
ibunya;4886;0,011220514;
bertahan;4876;0,011197549;
harga;4862;0,011165399;
kebijakan;4857;0,011153917;
ri;4850;0,011137841;
vokal;4849;0,011135545;
merujuk;4849;0,011135545;
sukses;4836;0,011105691;
cup;4833;0,011098802;
pembalap;4831;0,011094209;
gas;4813;0,011052872;
west;4810;0,011045983;
fm;4806;0,011036797;
menara;4804;0,011032204;
ret;4802;0,011027611;
polisi;4799;0,011020722;
brasil;4798;0,011018425;
thailand;4793;0,011006943;
hindu;4792;0,011004647;
pondok;4791;0,01100235;
dibagi;4789;0,010997757;
kanton;4777;0,0109702;
menampilkan;4776;0,010967903;
tionghoa;4763;0,010938049;
mengubah;4754;0,010917381;
ataupun;4750;0,010908195;
menciptakan;4749;0,010905899;
massa;4734;0,010871452;
mm;4733;0,010869155;
kuning;4732;0,010866859;
generasi;4731;0,010864562;
pesantren;4715;0,010827819;
del;4706;0,010807151;
membuka;4706;0,010807151;
remaja;4705;0,010804854;
king;4700;0,010793372;
keseluruhan;4696;0,010784186;
mr;4690;0,010770407;
biru;4686;0,010761222;
bulu;4683;0,010754332;
richard;4677;0,010740553;
dibuka;4675;0,010735961;
dibawah;4669;0,010722182;
memang;4663;0,010708403;
cd;4658;0,010696921;
biologi;4653;0,010685438;
tegal;4651;0,010680845;
kemenangan;4647;0,01067166;
naik;4642;0,010660177;
alasan;4641;0,010657881;
disutradarai;4640;0,010655584;
mitologi;4636;0,010646399;
tumbuh;4630;0,01063262;
jepara;4625;0,010621137;
red;4616;0,010600469;
berbahasa;4616;0,010600469;
sesuatu;4616;0,010600469;
life;4607;0,010579801;
jasa;4606;0,010577505;
transportasi;4593;0,010547651;
halaman;4591;0,010543058;
adat;4586;0,010531575;
kalau;4576;0,010508611;
pejabat;4571;0,010497128;
tersedia;4571;0,010497128;
black;4567;0,010487943;
konser;4566;0,010485646;
tni;4561;0,010474164;
pertamanya;4543;0,010432828;
turut;4543;0,010432828;
sunda;4542;0,010430531;
kim;4537;0,010419049;
keamanan;4535;0,010414456;
pendiri;4533;0,010409863;
sipil;4533;0,010409863;
turun;4528;0,010398381;
menit;4526;0,010393788;
efek;4523;0,010386898;
pasangan;4521;0,010382305;
biaya;4520;0,010380009;
irlandia;4513;0,010363934;
armada;4509;0,010354748;
santa;4501;0,010336376;
kebutuhan;4498;0,010329487;
planet;4497;0,01032719;
berjumlah;4497;0,01032719;
anti;4496;0,010324894;
menyediakan;4493;0,010318004;
abdul;4492;0,010315708;
telepon;4482;0,010292743;
pertemuan;4479;0,010285854;
pati;4479;0,010285854;
direktur;4472;0,010269779;
kecuali;4457;0,010235332;
pelayanan;4456;0,010233035;
mencakup;4455;0,010230739;
diantaranya;4453;0,010226146;
mengetahui;4448;0,010214664;
tour;4447;0,010212367;
reaksi;4438;0,010191699;
terlibat;4435;0,01018481;
kabinet;4434;0,010182513;
entertainment;4433;0,010180217;
bendera;4432;0,01017792;
aktivitas;4432;0,01017792;
mengadakan;4431;0,010175624;
yayasan;4425;0,010161845;
latar;4420;0,010150363;
pembuatan;4417;0,010143473;
persia;4413;0,010134287;
diselenggarakan;4411;0,010129695;
sebab;4404;0,010113619;
li;4403;0,010111323;
tindakan;4401;0,01010673;
pagi;4397;0,010097544;
artikel;4393;0,010088358;
saling;4392;0,010086062;
maluku;4391;0,010083765;
artinya;4389;0,010079172;
fitur;4388;0,010076876;
administrasi;4387;0,010074579;
dilihat;4381;0,010060801;
sarana;4379;0,010056208;
hujan;4378;0,010053911;
kalangan;4378;0,010053911;
memungkinkan;4370;0,01003554;
berusia;4370;0,01003554;
melibatkan;4358;0,010007982;
dipilih;4356;0,010003389;
melayani;4354;0,009998796;
format;4348;0,009985017;
denmark;4347;0,009982721;
texas;4346;0,009980424;
pasal;4341;0,009968942;
pukul;4338;0,009962053;
desain;4332;0,009948274;
cirebon;4330;0,009943681;
tepat;4322;0,009925309;
memasuki;4303;0,009881677;
football;4303;0,009881677;
college;4302;0,00987938;
menjadikan;4301;0,009877084;
tiap;4298;0,009870194;
perbatasan;4294;0,009861008;
ma;4293;0,009858712;
prefektur;4281;0,009831154;
penampilan;4281;0,009831154;
kalah;4271;0,00980819;
ketinggian;4271;0,00980819;
percaya;4268;0,0098013;
show;4263;0,009789818;
dokter;4260;0,009782929;
sini;4257;0,009776039;
berhubungan;4253;0,009766854;
indah;4251;0,009762261;
keju;4247;0,009753075;
henry;4244;0,009746185;
berperan;4243;0,009743889;
meski;4241;0,009739296;
santo;4230;0,009714035;
diterima;4229;0,009711738;
don;4224;0,009700256;
bagaimana;4222;0,009695663;
dulu;4220;0,00969107;
kopi;4219;0,009688774;
kabar;4213;0,009674995;
system;4208;0,009663513;
penjualan;4199;0,009642845;
drs;4196;0,009635955;
pelatih;4196;0,009635955;
benteng;4192;0,009626769;
berkata;4190;0,009622176;
jean;4186;0,009612991;
vietnam;4183;0,009606101;
street;4178;0,009594619;
inilah;4177;0,009592322;
com;4167;0,009569358;
kalinya;4166;0,009567061;
los;4166;0,009567061;
young;4165;0,009564765;
merilis;4161;0,009555579;
tema;4159;0,009550986;
mau;4155;0,0095418;
filmografi;4154;0,009539504;
pilihan;4152;0,009534911;
musuh;4152;0,009534911;
sydney;4151;0,009532614;
lahan;4150;0,009530318;
ya;4141;0,00950965;
atom;4136;0,009498167;
mengeluarkan;4125;0,009472906;
diperkirakan;4123;0,009468313;
kecelakaan;4117;0,009454535;
high;4115;0,009449942;
aksara;4109;0,009436163;
airport;4108;0,009433867;
anda;4107;0,00943157;
saham;4103;0,009422384;
kuil;4100;0,009415495;
lebar;4100;0,009415495;
senapan;4098;0,009410902;
layar;4096;0,009406309;
masakan;4095;0,009404012;
geografi;4093;0,00939942;
perpustakaan;4089;0,009390234;
north;4087;0,009385641;
disebabkan;4086;0,009383344;
barangay;4084;0,009378751;
komponen;4072;0,009351194;
tari;4068;0,009342008;
diikuti;4063;0,009330526;
anime;4061;0,009325933;
dll;4060;0,009323636;
records;4056;0,00931445;
menggambarkan;4052;0,009305265;
bukti;4048;0,009296079;
konflik;4048;0,009296079;
akademi;4033;0,009261632;
parlemen;4029;0,009252446;
demi;4026;0,009245557;
sebutan;4022;0,009236371;
gitar;4020;0,009231778;
digantikan;4018;0,009227185;
melanjutkan;4016;0,009222592;
jawab;4016;0,009222592;
movie;4012;0,009213406;
uskup;4008;0,00920422;
pemuda;4007;0,009201924;
louis;4000;0,009185849;
television;3998;0,009181256;
sederhana;3998;0,009181256;
kompleks;3998;0,009181256;
tahap;3998;0,009181256;
fisik;3996;0,009176663;
dilahirkan;3993;0,009169773;
bus;3973;0,009123844;
label;3971;0,009119251;
mengumumkan;3964;0,009103176;
pembentukan;3956;0,009084804;
bupati;3954;0,009080211;
lintas;3947;0,009064136;
urutan;3946;0,00906184;
dukungan;3943;0,00905495;
faktor;3940;0,009048061;
pemberontakan;3931;0,009027393;
menghadapi;3929;0,0090228;
nusantara;3927;0,009018207;
toko;3924;0,009011317;
binatang;3921;0,009004428;
balapan;3920;0,009002132;
upaya;3920;0,009002132;
kartu;3914;0,008988353;
memainkan;3913;0,008986056;
pertunjukan;3911;0,008981463;
terbatas;3895;0,00894472;
dewasa;3891;0,008935534;
pernikahan;3890;0,008933238;
wafat;3888;0,008928645;
lukisan;3888;0,008928645;
kehilangan;3882;0,008914866;
kristus;3880;0,008910273;
teater;3878;0,00890568;
gare;3877;0,008903384;
profesional;3875;0,008898791;
washington;3872;0,008891901;
daging;3870;0,008887309;
pesan;3866;0,008878123;
antar;3864;0,00887353;
day;3863;0,008871233;
beroperasi;3854;0,008850565;
kualifikasi;3854;0,008850565;
kesempatan;3852;0,008845972;
association;3848;0,008836786;
belgia;3846;0,008832193;
berfungsi;3842;0,008823008;
dibintangi;3840;0,008818415;
pabrik;3838;0,008813822;
ahmad;3830;0,00879545;
buatan;3828;0,008790857;
disingkat;3827;0,008788561;
misi;3827;0,008788561;
brebes;3825;0,008783968;
gelombang;3820;0,008772485;
raden;3814;0,008758707;
objek;3813;0,00875641;
kuala;3799;0,00872426;
academy;3799;0,00872426;
kilometer;3796;0,00871737;
utamanya;3795;0,008715074;
berkebangsaan;3794;0,008712777;
isi;3786;0,008694406;
menguasai;3782;0,00868522;
banten;3780;0,008680627;
be;3771;0,008659959;
argentina;3769;0,008655366;
bayern;3763;0,008641587;
kuda;3761;0,008636994;
obat;3758;0,008630105;
pidie;3756;0,008625512;
bilangan;3756;0,008625512;
perintah;3756;0,008625512;
les;3755;0,008623215;
suka;3745;0,008600251;
ilmiah;3742;0,008593361;
ford;3742;0,008593361;
dana;3740;0,008588768;
or;3735;0,008577286;
sisa;3734;0,00857499;
produser;3729;0,008563507;
anaknya;3723;0,008549729;
golden;3719;0,008540543;
lengkap;3717;0,00853595;
daniel;3712;0,008524467;
portugal;3710;0,008519875;
pendukung;3710;0,008519875;
house;3707;0,008512985;
dilaksanakan;3705;0,008508392;
berhenti;3703;0,008503799;
ditetapkan;3700;0,00849691;
nobel;3694;0,008483131;
pandangan;3693;0,008480835;
menyebut;3689;0,008471649;
makhluk;3688;0,008469352;
sebagaimana;3678;0,008446388;
simbol;3675;0,008439498;
kedokteran;3668;0,008423423;
dikatakan;3667;0,008421127;
arsitektur;3667;0,008421127;
delapan;3665;0,008416534;
news;3663;0,008411941;
lap;3661;0,008407348;
prinsip;3658;0,008400459;
setempat;3652;0,00838668;
prestasi;3644;0,008368308;
sulit;3641;0,008361419;
matematika;3640;0,008359122;
that;3639;0,008356826;
belas;3638;0,008354529;
ajang;3634;0,008345343;
kalender;3631;0,008338454;
lolos;3629;0,008333861;
memenuhi;3627;0,008329268;
green;3622;0,008317786;
da;3620;0,008313193;
politikus;3617;0,008306304;
tekanan;3616;0,008304007;
dinamakan;3614;0,008299414;
real;3611;0,008292525;
patung;3605;0,008278746;
berkaitan;3603;0,008274153;
laporan;3603;0,008274153;
detik;3603;0,008274153;
revolusi;3602;0,008271857;
menentukan;3602;0,008271857;
ditayangkan;3602;0,008271857;
meksiko;3599;0,008264967;
rute;3598;0,008262671;
menjelaskan;3596;0,008258078;
pelajar;3596;0,008258078;
east;3594;0,008253485;
pakaian;3591;0,008246596;
tuan;3591;0,008246596;
boleh;3588;0,008239706;
taiwan;3588;0,008239706;
gempa;3586;0,008235113;
injil;3585;0,008232817;
volume;3585;0,008232817;
tom;3585;0,008232817;
menyelesaikan;3584;0,00823052;
aksi;3582;0,008225927;
blue;3573;0,008205259;
pengadilan;3570;0,00819837;
pesisir;3566;0,008189184;
du;3566;0,008189184;
karang;3565;0,008186888;
suhu;3565;0,008186888;
kutai;3565;0,008186888;
peningkatan;3564;0,008184591;
norwegia;3561;0,008177702;
iran;3559;0,008173109;
campuran;3558;0,008170812;
sekretaris;3558;0,008170812;
channel;3558;0,008170812;
global;3555;0,008163923;
dilengkapi;3552;0,008157034;
puluh;3545;0,008140958;
prasasti;3544;0,008138662;
der;3543;0,008136365;
pulang;3541;0,008131772;
do;3527;0,008099622;
kasih;3526;0,008097326;
hongaria;3526;0,008097326;
angin;3525;0,008095029;
alamat;3523;0,008090436;
mi;3519;0,00808125;
broadcasting;3516;0,008074361;
skor;3516;0,008074361;
mempertahankan;3516;0,008074361;
calon;3507;0,008053693;
sekutu;3505;0,0080491;
seringkali;3497;0,008030728;
mewakili;3494;0,008023839;
klasik;3493;0,008021542;
terkait;3491;0,008016949;
apakah;3491;0,008016949;
makam;3485;0,008003171;
jack;3481;0,007993985;
samping;3479;0,007989392;
tulang;3479;0,007989392;
kampus;3479;0,007989392;
kepercayaan;3474;0,00797791;
filsafat;3460;0,007945759;
dibawa;3459;0,007943463;
pahlawan;3455;0,007934277;
corporation;3454;0,00793198;
pertumbuhan;3454;0,00793198;
setengah;3453;0,007929684;
open;3451;0,007925091;
lapisan;3450;0,007922794;
anjing;3449;0,007920498;
british;3447;0,007915905;
year;3437;0,00789294;
y;3435;0,007888347;
kursi;3431;0,007879162;
institut;3431;0,007879162;
tiongkok;3427;0,007869976;
ki;3421;0,007856197;
hakim;3420;0,007853901;
bengkulu;3417;0,007847011;
france;3409;0,007828639;
terpisah;3405;0,007819454;
harian;3399;0,007805675;
senyawa;3391;0,007787303;
sehari;3385;0,007773524;
lanjut;3384;0,007771228;
makassar;3383;0,007768931;
boeing;3380;0,007762042;
dokumen;3379;0,007759746;
des;3372;0,00774367;
pasir;3369;0,007736781;
debut;3369;0,007736781;
microsoft;3367;0,007732188;
pembawa;3360;0,007716113;
muara;3360;0,007716113;
peralatan;3356;0,007706927;
kapten;3353;0,007700038;
terbentuk;3350;0,007693148;
ka;3345;0,007681666;
logam;3342;0,007674777;
pajak;3339;0,007667887;
sayap;3337;0,007663294;
perhatian;3329;0,007644922;
melaksanakan;3325;0,007635737;
mempelajari;3324;0,00763344;
disney;3321;0,007626551;
history;3321;0,007626551;
semuanya;3316;0,007615068;
tahta;3315;0,007612772;
hot;3312;0,007605883;
zona;3308;0,007596697;
dihasilkan;3308;0,007596697;
iklan;3304;0,007587511;
mengakibatkan;3301;0,007580622;
ibrani;3300;0,007578325;
sarjana;3290;0,00755536;
sun;3288;0,007550768;
medali;3285;0,007543878;
paulus;3279;0,007530099;
elektronik;3277;0,007525506;
besi;3276;0,00752321;
kembar;3271;0,007511728;
mark;3266;0,007500245;
harapan;3265;0,007497949;
kebun;3260;0,007486467;
pekalongan;3253;0,007470391;
kertas;3253;0,007470391;
eurovision;3251;0,007465798;
royal;3250;0,007463502;
kelima;3242;0,00744513;
menduduki;3240;0,007440537;
satelit;3234;0,007426759;
es;3234;0,007426759;
individu;3234;0,007426759;
sewaktu;3232;0,007422166;
lawan;3230;0,007417573;
hawaii;3227;0,007410683;
big;3227;0,007410683;
demak;3226;0,007408387;
lulus;3226;0,007408387;
tertua;3226;0,007408387;
first;3224;0,007403794;
mencetak;3222;0,007399201;
semi;3221;0,007396905;
menjaga;3214;0,007380829;
golongan;3212;0,007376236;
tepatnya;3210;0,007371643;
joseph;3206;0,007362458;
menjalankan;3206;0,007362458;
surakarta;3206;0,007362458;
timor;3206;0,007362458;
istrinya;3203;0,007355568;
metro;3203;0,007355568;
prajurit;3200;0,007348679;
main;3199;0,007346382;
siapa;3197;0,007341789;
kotamadya;3197;0,007341789;
disebutkan;3196;0,007339493;
pemilik;3194;0,0073349;
sekitarnya;3190;0,007325714;
co;3190;0,007325714;
komandan;3189;0,007323418;
mas;3187;0,007318825;
manga;3187;0,007318825;
games;3186;0,007316528;
gigi;3185;0,007314232;
ikatan;3184;0,007311935;
melewati;3184;0,007311935;
lomba;3184;0,007311935;
sentai;3183;0,007309639;
ferrari;3183;0,007309639;
mengajar;3174;0,007288971;
peringatan;3173;0,007286674;
nascar;3173;0,007286674;
berlaku;3172;0,007284378;
ringan;3167;0,007272896;
perjuangan;3166;0,007270599;
sektor;3165;0,007268303;
am;3164;0,007266006;
diperlukan;3163;0,00726371;
berukuran;3162;0,007261413;
dimainkan;3156;0,007247635;
itulah;3156;0,007247635;
selamat;3155;0,007245338;
membeli;3155;0,007245338;
terbuat;3152;0,007238449;
persatuan;3150;0,007233856;
runner;3150;0,007233856;
roh;3148;0,007229263;
ilmuwan;3148;0,007229263;
alih;3148;0,007229263;
mengurangi;3146;0,00722467;
jazz;3146;0,00722467;
manchester;3145;0,007222373;
menimbulkan;3144;0,007220077;
perkebunan;3144;0,007220077;
night;3141;0,007213188;
puisi;3141;0,007213188;
dinding;3137;0,007204002;
uk;3129;0,00718563;
muhammadiyah;3127;0,007181037;
tercatat;3127;0,007181037;
kumpulan;3127;0,007181037;
dvd;3127;0,007181037;
mayoritas;3126;0,007178741;
hill;3126;0,007178741;
dibunuh;3122;0,007169555;
white;3121;0,007167258;
